FlightID,Date,Route,Airline,AircraftType,FlightDuration,DepartureTime,Passengers,WeatherCondition,FlightClass,TicketType,DestinationRegion,LoyaltyProgram,MaintenanceIssues,CrewSatisfaction,CustomerSatisfaction,Weekday,PeakSeason,DelayMinutes,OnTimeArrival,FuelCost
FLT00465,2023-05-27,Paris to Rome,Global Wings,Airbus A320,894,4,234.6,Snow,Economy,Non-refundable,International,0,4,7.431923354525249,3.8625358794340547,Saturday,0,16,No,2903.76
FLT00466,2022-01-17,San Francisco to Tokyo,BlueJet Airlines,Airbus A320,463,0,192.6,Clear,Economy,Non-refundable,Regional,1,0,9.806704512298301,5.868687612921211,Monday,0,0,Yes,1758.32
FLT00467,2022-06-21,Chicago to Los Angeles,BlueJet Airlines,Boeing 777,688,17,222.6,Rain,Economy,Non-refundable,Regional,0,4,7.304166042403077,2.944818192742251,Tuesday,0,24,No,2152.73
FLT00468,2022-08-08,Berlin to Madrid,BlueJet Airlines,Boeing 737,665,11,32.4,Rain,Business,Refundable,Regional,1,4,7.100585496950781,6.877532425394703,Monday,0,57,No,2219.84
FLT00469,2022-06-07,Singapore to Bangkok,Global Wings,Boeing 737,734,12,78.6,Clear,Economy,Refundable,International,0,1,8.793770836699982,6.167569935479905,Tuesday,0,42,No,2361.87
FLT00470,2023-04-22,New York to London,Sunshine Air,Boeing 787,670,8,160.79999999999998,Fog,Economy,Non-refundable,International,0,3,9.358528314772744,7.139498029319627,Saturday,0,0,Yes,2102.85
FLT00471,2022-02-15,Beijing to Sydney,SkyTrack Airways,Airbus A380,684,1,100.2,Snow,Business,Refundable,International,0,4,8.572462671671206,6.328656292236363,Tuesday,0,50,No,2316.93
FLT00472,2023-01-08,Paris to Rome,BlueJet Airlines,Airbus A320,418,4,78.0,Fog,Economy,Refundable,Regional,1,4,9.400770037913352,,Sunday,0,0,Yes,1544.97
FLT00473,2023-06-02,Beijing to Sydney,SkyTrack Airways,Boeing 787,662,12,71.39999999999999,Rain,Economy,Refundable,International,1,2,7.145183015030124,4.658675915262261,Friday,0,28,No,1909.82
FLT00474,2022-04-09,Chicago to Los Angeles,Global Wings,Airbus A320,777,15,98.39999999999999,Clear,Business,Refundable,Regional,0,0,8.676385346291806,5.790300223043769,Saturday,0,0,Yes,2590.31
FLT00475,2024-06-10,Beijing to Sydney,SkyTrack Airways,Airbus A380,76,15,187.2,Clear,Business,Non-refundable,International,0,3,7.395752155085766,7.3589743376506265,Monday,0,38,No,840.95
FLT00476,2024-01-15,Mexico City to Lima,Sunshine Air,Boeing 737,333,23,213.0,Rain,Business,Refundable,Domestic,1,0,7.979132905345105,10.241674796522119,Monday,0,20,No,1326.1
FLT00477,2022-02-06,Paris to Rome,Global Wings,Boeing 777,744,2,114.6,Fog,First,Refundable,Regional,0,1,6.981868906370892,7.5367209675698765,Sunday,0,24,No,2422.04
FLT00478,2022-10-07,Berlin to Madrid,Sunshine Air,Airbus A320,175,21,153.6,Fog,First,Refundable,International,1,4,7.547302677675511,8.275342907522232,Friday,0,20,No,971.99
FLT00479,2022-12-15,Toronto to Vancouver,SkyTrack Airways,Boeing 737,752,3,96.0,Rain,Business,Refundable,Domestic,1,4,8.05294136426656,2.625746915240433,Thursday,1,76,No,2332.45
FLT00480,2023-05-12,Singapore to Bangkok,SkyTrack Airways,Airbus A380,150,10,211.2,Clear,Business,Non-refundable,Domestic,0,0,8.772675229658493,4.521860189615923,Friday,0,46,No,1141.94
FLT00481,2022-10-29,Mumbai to Dubai,Sunshine Air,Airbus A380,141,22,96.6,Rain,Economy,Refundable,International,0,1,8.010459251697416,5.632418020375404,Saturday,0,41,No,790.77
FLT00482,2022-06-30,New York to London,BlueJet Airlines,Airbus A380,383,13,55.199999999999996,Fog,Economy,Refundable,Regional,0,2,7.7748017710022586,6.8559170974189305,Thursday,0,36,No,1462.63
FLT00483,2023-08-30,Mumbai to Dubai,BlueJet Airlines,Boeing 777,173,2,237.6,Snow,Economy,Non-refundable,Domestic,0,2,7.538519064447902,4.606601449534995,Wednesday,0,80,No,820.67
FLT00484,2022-04-09,Singapore to Bangkok,Global Wings,Boeing 787,828,15,200.4,Fog,First,Refundable,Regional,0,4,8.586559750666607,6.786600840718826,Saturday,0,12,Yes,2655.65
FLT00485,2023-12-01,Toronto to Vancouver,SkyTrack Airways,Boeing 777,117,21,106.2,Rain,Economy,Non-refundable,Regional,1,4,9.95102501904344,3.5872945411258303,Friday,1,0,Yes,861.72
FLT00486,2024-09-19,Mexico City to Lima,Sunshine Air,Boeing 777,213,14,140.4,Rain,Economy,Non-refundable,Domestic,0,3,6.15026637649261,2.72079779515879,Thursday,0,71,No,1118.62
FLT00487,2022-04-26,Beijing to Sydney,Global Wings,Airbus A320,463,9,166.79999999999998,Rain,Economy,Non-refundable,Regional,0,0,8.247134178739445,9.530812265945741,Tuesday,0,5,Yes,1535.48
FLT00488,2022-07-10,Singapore to Bangkok,Sunshine Air,Airbus A320,687,8,162.0,Clear,First,Refundable,Regional,0,4,9.074721506856662,,Sunday,0,34,No,2245.1
FLT00489,2022-09-10,Paris to Rome,BlueJet Airlines,Boeing 777,325,10,99.6,Rain,Economy,Non-refundable,Regional,0,1,9.044211179725574,6.965163059269105,Saturday,0,35,No,1351.88
FLT00490,2024-09-07,Berlin to Madrid,Sunshine Air,Boeing 787,374,15,71.39999999999999,Rain,Business,Refundable,Domestic,1,0,8.48604053968352,9.796555769040223,Saturday,0,0,Yes,1303.38
FLT00491,2024-07-16,Chicago to Los Angeles,Global Wings,Airbus A380,774,9,71.39999999999999,Rain,Economy,Refundable,Regional,0,3,7.404427006004145,7.164166215961444,Tuesday,0,0,Yes,2474.03
FLT00492,2024-09-09,Chicago to Los Angeles,Sunshine Air,Boeing 737,100,16,95.39999999999999,Snow,Business,Non-refundable,International,0,2,8.424873902478708,7.746424470500881,Monday,0,51,No,685.3
FLT00493,2022-06-10,Beijing to Sydney,Sunshine Air,Airbus A380,164,18,108.6,Snow,First,Refundable,International,1,3,7.595495559510043,5.11270772342629,Friday,0,58,No,880.17
FLT00494,2022-09-13,New York to London,Global Wings,Airbus A320,252,1,63.0,Snow,First,Non-refundable,International,0,0,8.55949804757177,8.144300294378429,Tuesday,0,38,No,1187.76
FLT00495,2022-11-19,Mumbai to Dubai,BlueJet Airlines,Airbus A320,460,23,82.8,Rain,Business,Non-refundable,Regional,0,2,7.747570894231772,4.401608900252345,Saturday,0,32,No,1669.87
FLT00496,2022-05-08,Berlin to Madrid,BlueJet Airlines,Airbus A320,337,22,111.6,Snow,Business,Refundable,Regional,0,1,7.61165176581048,6.99854957935544,Sunday,0,0,Yes,1268.19
FLT00497,2022-01-18,Beijing to Sydney,Global Wings,Boeing 777,413,1,108.0,Fog,Economy,Non-refundable,Regional,1,2,6.8719682224385625,6.624469678832299,Tuesday,0,10,Yes,1419.06
FLT00498,2024-03-03,San Francisco to Tokyo,Global Wings,Airbus A320,808,5,160.2,Fog,Business,Non-refundable,International,0,2,7.5574148065192555,3.7074710388334613,Sunday,0,56,No,2503.57
FLT00499,2024-09-28,Beijing to Sydney,Global Wings,Boeing 787,792,18,135.0,Rain,First,Refundable,Domestic,1,1,7.483138536644769,10.534053711794298,Saturday,0,0,Yes,2502.42
FLT00500,2024-01-05,San Francisco to Tokyo,Sunshine Air,Airbus A320,639,7,132.0,Snow,Economy,Refundable,Regional,1,4,7.101411625793465,6.314322485670146,Friday,0,23,No,2098.93
FLT00501,2023-07-20,Berlin to Madrid,SkyTrack Airways,Airbus A380,768,2,89.39999999999999,Snow,First,Refundable,International,0,4,7.648916892871492,4.318788840462474,Thursday,0,33,No,2407.38
FLT00502,2023-07-24,New York to London,Global Wings,Airbus A320,315,13,106.8,Clear,First,Non-refundable,Regional,0,2,7.626231220316693,4.508115529821304,Monday,0,35,No,1264.46
FLT00503,2022-11-19,Mumbai to Dubai,Global Wings,Boeing 787,710,15,63.599999999999994,Clear,Business,Refundable,International,0,2,7.823161270617116,5.939336642112538,Saturday,0,0,Yes,2418.62
FLT00504,2024-05-21,Paris to Rome,BlueJet Airlines,Airbus A320,883,0,138.0,Fog,Economy,Non-refundable,Regional,0,3,7.075766625270405,6.081593577882089,Tuesday,0,16,No,2726.4
FLT00505,2023-11-17,New York to London,Sunshine Air,Boeing 777,720,20,177.0,Fog,First,Refundable,International,1,4,8.934858255467013,7.132043191551428,Friday,0,45,No,2320.26
FLT00506,2024-03-02,Berlin to Madrid,Global Wings,Boeing 777,158,2,115.8,Fog,Economy,Refundable,Regional,0,1,5.89492184763478,4.515841285275802,Saturday,0,75,No,872.94
FLT00507,2023-09-18,San Francisco to Tokyo,BlueJet Airlines,Boeing 737,647,21,60.0,Fog,Business,Refundable,International,0,2,7.792317753803388,4.579140034189237,Monday,0,13,Yes,2074.9
FLT00508,2022-10-15,Beijing to Sydney,Sunshine Air,Airbus A320,341,17,160.2,Rain,Economy,Non-refundable,Regional,1,2,7.274603977822339,4.679907665388785,Saturday,0,32,No,1540.74
FLT00509,2024-07-31,New York to London,BlueJet Airlines,Airbus A380,462,8,91.8,Rain,First,Refundable,Regional,0,3,9.599013690875656,6.225719596947762,Wednesday,0,0,Yes,1711.32
FLT00510,2024-05-03,Mumbai to Dubai,Sunshine Air,Boeing 787,168,5,62.4,Clear,Economy,Refundable,International,0,3,7.990187345435711,6.280681268555133,Friday,0,12,Yes,997.72
FLT00511,2023-10-25,Chicago to Los Angeles,Global Wings,Airbus A380,759,22,183.6,Fog,Business,Non-refundable,Regional,0,3,7.272130497703094,5.066550210141709,Wednesday,0,5,Yes,2317.4
FLT00512,2024-08-19,Mumbai to Dubai,SkyTrack Airways,Airbus A320,258,20,237.0,Fog,First,Non-refundable,Regional,0,0,5.470783085213487,4.56964196326946,Monday,0,78,No,1243.89
FLT00513,2023-10-01,Singapore to Bangkok,Sunshine Air,Airbus A380,362,0,123.0,Clear,Economy,Refundable,Regional,1,1,8.345848810423574,5.0643426764393045,Sunday,0,41,No,1304.75
FLT00514,2022-06-04,Mumbai to Dubai,Global Wings,Boeing 737,386,20,61.199999999999996,Fog,Business,Non-refundable,Regional,0,0,8.70350327770355,7.7293118889344115,Saturday,0,22,No,1498.36
FLT00515,2023-05-05,Singapore to Bangkok,SkyTrack Airways,Airbus A380,213,9,226.79999999999998,Rain,First,Non-refundable,International,0,2,8.253351013939684,7.463151419710836,Friday,0,0,Yes,1043.52
FLT00516,2023-01-21,Toronto to Vancouver,BlueJet Airlines,Boeing 787,611,5,141.6,Clear,Economy,Refundable,Domestic,0,3,6.798924000936971,6.7415130998455375,Saturday,0,29,No,2159.73
FLT00517,2024-09-12,Chicago to Los Angeles,Global Wings,Boeing 737,704,22,119.39999999999999,Snow,Business,Non-refundable,International,0,3,7.5349014377182435,6.522994905399898,Thursday,0,29,No,2210.29
FLT00518,2024-02-24,New York to London,Sunshine Air,Airbus A380,464,11,187.79999999999998,Clear,Business,Refundable,Domestic,0,3,8.509647352751093,6.9007760264483196,Saturday,0,13,Yes,1715.91
FLT00519,2022-04-14,New York to London,SkyTrack Airways,Boeing 787,521,3,179.4,Fog,Business,Non-refundable,Domestic,0,4,8.691828825420524,3.5732503100230675,Thursday,0,21,No,1841.76
FLT00520,2024-07-17,Paris to Rome,SkyTrack Airways,Airbus A380,191,12,208.2,Clear,First,Non-refundable,International,1,1,5.754719677302829,3.8094723263942623,Wednesday,0,74,No,900.71
FLT00521,2023-01-28,Mexico City to Lima,BlueJet Airlines,Boeing 777,850,16,156.0,Fog,Business,Refundable,Regional,1,0,7.7089224118440365,6.949994322796357,Saturday,0,48,No,2678.68
FLT00522,2024-03-21,Mumbai to Dubai,SkyTrack Airways,Airbus A380,143,7,44.4,Fog,First,Non-refundable,International,0,1,7.828372235344412,5.858208326857681,Thursday,0,0,Yes,842.51
FLT00523,2022-09-03,Berlin to Madrid,Sunshine Air,Boeing 777,458,19,205.79999999999998,Fog,Economy,Refundable,Regional,0,3,7.2917988614009275,2.720089579631682,Saturday,0,78,No,1640.8
FLT00524,2022-06-25,Singapore to Bangkok,Global Wings,Airbus A320,813,2,234.0,Fog,Business,Non-refundable,Regional,0,2,8.944420368594283,4.630561741807943,Saturday,0,0,Yes,2495.65
FLT00525,2022-02-08,Berlin to Madrid,Sunshine Air,Boeing 737,687,11,120.6,Fog,Economy,Refundable,International,0,4,8.371811105324156,1.6173782164825896,Tuesday,0,68,No,2223.53
FLT00526,2023-04-22,Singapore to Bangkok,BlueJet Airlines,Boeing 737,168,6,43.8,Clear,Economy,Non-refundable,International,0,1,8.23113512616688,5.051839343446137,Saturday,0,0,Yes,924.22
FLT00527,2023-11-13,Mexico City to Lima,SkyTrack Airways,Boeing 777,280,11,180.6,Clear,Business,Refundable,Regional,0,2,8.312771980405952,8.004925019879373,Monday,0,15,Yes,1252.97
FLT00528,2024-01-29,San Francisco to Tokyo,Sunshine Air,Boeing 787,612,1,65.39999999999999,Rain,Economy,Refundable,Domestic,0,3,7.804645368281528,5.230630762830768,Monday,0,0,Yes,2062.13
FLT00529,2023-06-22,New York to London,Sunshine Air,Airbus A320,427,23,69.0,Clear,First,Refundable,International,0,3,7.1596710724353825,3.727565924693316,Thursday,0,35,No,1655.5
FLT00530,2024-05-16,San Francisco to Tokyo,SkyTrack Airways,Boeing 787,206,13,61.199999999999996,Clear,Business,Non-refundable,International,1,3,7.138101344684087,5.827401022698396,Thursday,0,0,Yes,1097.58
FLT00531,2024-03-28,San Francisco to Tokyo,SkyTrack Airways,Boeing 787,171,21,93.0,Snow,Economy,Refundable,Regional,0,3,7.338206826895519,,Thursday,0,26,No,1077.54
FLT00532,2024-07-09,Berlin to Madrid,Sunshine Air,Airbus A320,674,22,87.0,Snow,Business,Refundable,International,1,4,7.071486068771974,7.528176360861777,Tuesday,0,6,Yes,2253.59
FLT00533,2023-02-12,Paris to Rome,Sunshine Air,Airbus A320,617,4,135.0,Clear,Economy,Non-refundable,Domestic,0,4,9.751747371757489,3.3659923159142737,Sunday,0,7,Yes,2056.89
FLT00534,2023-06-09,Chicago to Los Angeles,BlueJet Airlines,Airbus A380,553,8,52.8,Clear,Business,Refundable,International,0,1,8.252789706128315,7.8594988663363345,Friday,0,31,No,1995.77
FLT00535,2024-04-07,Berlin to Madrid,SkyTrack Airways,Boeing 787,564,20,130.2,Rain,Economy,Refundable,Domestic,1,3,6.639445683558883,4.386129124418724,Sunday,0,44,No,1922.58
FLT00536,2023-05-21,Singapore to Bangkok,Sunshine Air,Boeing 737,534,10,54.6,Fog,First,Refundable,International,0,4,6.170299079461006,5.43024667800835,Sunday,0,59,No,1863.98
FLT00537,2024-06-21,San Francisco to Tokyo,BlueJet Airlines,Boeing 737,895,4,91.8,Snow,Business,Refundable,Domestic,1,2,8.11036786143263,8.35753894648472,Friday,0,0,Yes,2485.37
FLT00538,2024-04-04,Berlin to Madrid,Sunshine Air,Boeing 787,330,2,229.2,Rain,First,Non-refundable,International,0,4,7.722941973856524,7.6346302720548636,Thursday,0,10,Yes,1234.99
FLT00539,2022-02-05,Singapore to Bangkok,Global Wings,Boeing 737,480,16,151.79999999999998,Snow,Economy,Non-refundable,International,0,4,7.477764342743359,5.885913901545232,Saturday,0,18,No,1769.96
FLT00540,2023-11-16,San Francisco to Tokyo,BlueJet Airlines,Airbus A320,766,1,34.199999999999996,Fog,Business,Refundable,Regional,0,1,7.644588134793064,3.927675116695834,Thursday,0,38,No,2549.14
FLT00541,2022-01-20,Toronto to Vancouver,Global Wings,Boeing 777,426,23,198.6,Rain,First,Non-refundable,Domestic,0,4,8.998621528929391,5.364072221114408,Thursday,0,37,No,1618.85
FLT00542,2022-11-17,Mexico City to Lima,SkyTrack Airways,Boeing 737,339,0,55.199999999999996,Rain,Business,Refundable,International,1,2,8.704150763209089,5.8309058673548595,Thursday,0,0,Yes,1408.34
FLT00543,2024-02-15,San Francisco to Tokyo,SkyTrack Airways,Airbus A320,342,6,95.39999999999999,Fog,Economy,Refundable,Domestic,1,3,7.443694513759858,6.983156020796784,Thursday,0,56,No,1422.28
FLT00544,2023-05-27,New York to London,Global Wings,Airbus A320,99,13,155.4,Fog,Business,Non-refundable,Domestic,1,0,8.779645305483173,6.212506025888823,Saturday,0,32,No,751.15
FLT00545,2023-02-04,Mumbai to Dubai,SkyTrack Airways,Airbus A380,248,4,171.6,Clear,Business,Non-refundable,Domestic,0,1,5.552073834790668,4.667203423012783,Saturday,0,73,No,1026.23
FLT00546,2023-10-16,Berlin to Madrid,SkyTrack Airways,Airbus A320,223,18,220.79999999999998,Rain,Business,Non-refundable,International,0,2,7.0121570074657,,Monday,0,29,No,1121.52
FLT00547,2024-08-29,Mexico City to Lima,Global Wings,Airbus A320,595,10,58.8,Snow,Business,Refundable,Domestic,0,1,8.488557803166508,5.672945669089816,Thursday,0,0,Yes,1863.71
FLT00548,2024-06-01,Mumbai to Dubai,Sunshine Air,Boeing 737,595,22,98.39999999999999,Rain,Business,Non-refundable,Regional,0,3,9.1159271815662,7.004648003018552,Saturday,0,0,Yes,2036.69
FLT00549,2023-04-16,Singapore to Bangkok,BlueJet Airlines,Airbus A380,63,1,122.39999999999999,Fog,Business,Refundable,Domestic,1,4,8.155084584818914,5.965898243707604,Sunday,0,15,Yes,799.49
FLT00550,2022-05-23,New York to London,Sunshine Air,Airbus A380,894,7,111.6,Snow,First,Refundable,International,0,4,7.491147943902631,5.873298670515206,Monday,0,0,Yes,2763.82
FLT00551,2022-04-02,Berlin to Madrid,Global Wings,Boeing 737,349,8,129.6,Clear,First,Non-refundable,International,0,2,9.78994845298473,5.427095110757627,Saturday,0,0,Yes,1425.04
FLT00552,2022-12-20,Berlin to Madrid,SkyTrack Airways,Airbus A380,492,2,222.0,Clear,Economy,Non-refundable,Domestic,0,3,6.445995393316336,4.613130156676172,Tuesday,1,77,No,1838.86
FLT00553,2024-04-13,San Francisco to Tokyo,Sunshine Air,Airbus A320,530,1,148.79999999999998,Rain,Business,Refundable,Regional,1,0,9.364647044183512,6.029281489492094,Saturday,0,0,Yes,1810.36
FLT00554,2024-03-10,Singapore to Bangkok,Global Wings,Boeing 737,240,6,72.0,Snow,Business,Refundable,Regional,1,0,9.594240003792839,8.154974608313257,Sunday,0,4,Yes,1249.39
FLT00555,2023-12-28,Toronto to Vancouver,SkyTrack Airways,Boeing 737,307,4,33.6,Snow,First,Refundable,Regional,0,4,7.619348133066,6.46285990397667,Thursday,1,21,No,1369.87
FLT00556,2024-08-16,Berlin to Madrid,SkyTrack Airways,Airbus A380,687,20,149.4,Clear,Business,Non-refundable,International,0,3,9.535935343990314,6.153554178046734,Friday,0,0,Yes,2231.16
FLT00557,2024-05-03,San Francisco to Tokyo,Sunshine Air,Airbus A380,338,4,231.0,Rain,Economy,Non-refundable,Domestic,0,3,8.832321049500392,3.631044919555971,Friday,0,15,Yes,1125.32
FLT00558,2022-02-20,Mexico City to Lima,BlueJet Airlines,Boeing 777,640,19,69.6,Clear,Business,Refundable,Domestic,0,2,9.712842509986018,,Sunday,0,0,Yes,2089.8
FLT00559,2023-10-27,Singapore to Bangkok,Global Wings,Boeing 737,313,12,112.2,Fog,First,Non-refundable,International,1,0,7.693932105168933,8.01971976151811,Friday,0,3,Yes,1271.18
FLT00560,2023-11-29,Mumbai to Dubai,SkyTrack Airways,Boeing 787,240,20,174.6,Snow,First,Non-refundable,Domestic,0,2,9.793832818414828,5.673777755909665,Wednesday,0,0,Yes,1132.44
FLT00561,2023-07-29,Beijing to Sydney,Sunshine Air,Airbus A380,889,19,157.2,Fog,Economy,Refundable,Domestic,0,1,6.995919430009791,6.917995740398686,Saturday,0,10,Yes,2868.47
FLT00562,2022-07-09,Mumbai to Dubai,SkyTrack Airways,Boeing 737,740,5,138.0,Clear,Business,Refundable,International,0,3,9.021013855916948,3.4958577878200763,Saturday,0,18,No,2452.02
FLT00563,2022-05-05,Paris to Rome,SkyTrack Airways,Airbus A380,884,19,181.79999999999998,Snow,First,Non-refundable,Regional,0,0,7.106995062104898,5.620318453724722,Thursday,0,60,No,2732.61
FLT00564,2022-05-30,Mumbai to Dubai,SkyTrack Airways,Airbus A380,568,17,90.0,Fog,Economy,Non-refundable,Domestic,1,2,7.513669900558883,8.219878514633672,Monday,0,1,Yes,1894.59
FLT00565,2022-11-10,Toronto to Vancouver,BlueJet Airlines,Boeing 737,820,1,81.6,Snow,Business,Refundable,Regional,0,4,5.558208865308039,5.263556646820873,Thursday,0,84,No,2366.86
FLT00566,2023-07-24,Toronto to Vancouver,Global Wings,Airbus A380,759,5,140.4,Clear,Business,Non-refundable,Domestic,0,1,7.648642541696814,7.091970630535773,Monday,0,26,No,2474.25
FLT00567,2022-12-08,San Francisco to Tokyo,BlueJet Airlines,Airbus A320,625,8,84.0,Clear,Business,Refundable,Regional,1,2,8.167971765179562,6.0880579269864095,Thursday,1,0,Yes,2098.98
FLT00568,2022-11-01,Mexico City to Lima,SkyTrack Airways,Airbus A320,385,2,178.2,Clear,Economy,Refundable,International,0,4,7.209872152920957,3.3000007535707327,Tuesday,0,24,No,1564.79
FLT00569,2023-11-23,Berlin to Madrid,Sunshine Air,Boeing 777,416,0,157.79999999999998,Clear,Economy,Refundable,International,1,0,6.506546195058529,6.619358321061986,Thursday,0,57,No,1577.8
FLT00570,2023-11-13,Toronto to Vancouver,Global Wings,Boeing 737,884,0,178.79999999999998,Fog,Business,Refundable,International,0,0,8.198542894140449,7.533808534193648,Monday,0,0,Yes,2654.01
FLT00571,2024-04-17,Singapore to Bangkok,SkyTrack Airways,Airbus A320,709,18,105.0,Clear,First,Refundable,Domestic,0,1,6.670341649615471,3.7863214938795173,Wednesday,0,78,No,2323.26
FLT00572,2024-02-22,Beijing to Sydney,BlueJet Airlines,Airbus A320,739,4,31.799999999999997,Rain,Economy,Refundable,International,0,4,7.627094397489576,5.7703185317019345,Thursday,0,35,No,2382.41
FLT00573,2022-02-23,Singapore to Bangkok,Global Wings,Airbus A320,450,12,82.2,Clear,First,Refundable,Regional,0,3,9.606278160183304,5.501215182506153,Wednesday,0,0,Yes,1726.23
FLT00574,2024-09-29,Mexico City to Lima,SkyTrack Airways,Airbus A380,674,18,120.0,Rain,Economy,Refundable,International,0,0,8.753763519268272,6.474870839908659,Sunday,0,4,Yes,2159.82
FLT00575,2023-03-20,Chicago to Los Angeles,Global Wings,Boeing 777,144,11,135.0,Clear,Business,Non-refundable,Domestic,0,3,6.921299498214576,4.073813860557188,Monday,0,7,Yes,800.46
FLT00576,2023-09-05,Toronto to Vancouver,BlueJet Airlines,Airbus A320,376,15,156.0,Clear,Business,Refundable,International,0,3,7.4972977252865505,5.740193898846644,Tuesday,0,53,No,1459.31
FLT00577,2024-09-19,Paris to Rome,Global Wings,Boeing 737,271,18,184.79999999999998,Clear,First,Non-refundable,Domestic,0,2,9.287353887957263,6.376389638010736,Thursday,0,0,Yes,1175.5
FLT00578,2022-09-21,Beijing to Sydney,Global Wings,Boeing 787,574,2,84.0,Rain,Business,Non-refundable,International,0,2,5.849242919933551,3.464334811741706,Wednesday,0,66,No,1884.31
FLT00579,2022-02-22,Beijing to Sydney,Sunshine Air,Boeing 777,443,11,184.79999999999998,Clear,First,Non-refundable,Domestic,1,0,7.187823637822319,,Tuesday,0,54,No,1555.31
FLT00580,2023-07-26,Singapore to Bangkok,BlueJet Airlines,Boeing 777,750,4,144.0,Snow,Business,Refundable,Regional,0,3,6.973630429772702,6.07065266486354,Wednesday,0,69,No,2503.86
FLT00581,2024-09-30,Chicago to Los Angeles,Global Wings,Boeing 787,401,1,78.0,Rain,Economy,Non-refundable,Domestic,0,2,9.442061357007328,5.890092852364154,Monday,0,21,No,1499.85
FLT00582,2023-09-12,Toronto to Vancouver,Sunshine Air,Boeing 777,874,21,112.2,Clear,Economy,Refundable,Regional,1,4,7.287051861348881,2.3894236493359835,Tuesday,0,57,No,2803.5
FLT00583,2022-01-05,Toronto to Vancouver,SkyTrack Airways,Airbus A320,97,6,239.39999999999998,Clear,Business,Refundable,Regional,0,4,9.009700787986606,6.972404436423393,Wednesday,0,12,Yes,961.13
FLT00584,2022-04-13,New York to London,Global Wings,Boeing 737,570,12,105.0,Rain,First,Refundable,Domestic,0,4,6.908706135627159,3.37559956148076,Wednesday,0,50,No,1909.87
FLT00585,2022-07-15,Toronto to Vancouver,Global Wings,Boeing 777,479,14,214.79999999999998,Snow,Economy,Refundable,Domestic,0,4,8.897919953565294,4.329047407614534,Friday,0,22,No,1634.15
FLT00586,2024-02-13,Chicago to Los Angeles,Global Wings,Airbus A320,810,21,235.2,Clear,First,Non-refundable,Domestic,0,3,6.487987099492022,4.873712429572642,Tuesday,0,74,No,2431.0
FLT00587,2024-05-26,Beijing to Sydney,Sunshine Air,Airbus A320,228,2,167.4,Rain,Economy,Non-refundable,Regional,0,4,7.730070762035028,4.988881240315217,Sunday,0,28,No,1186.19
FLT00588,2024-09-18,Berlin to Madrid,BlueJet Airlines,Boeing 777,402,20,236.39999999999998,Fog,Economy,Refundable,Regional,1,3,8.438446833435094,4.345160582536357,Wednesday,0,0,Yes,1499.87
FLT00589,2024-06-02,Mumbai to Dubai,SkyTrack Airways,Boeing 737,885,19,215.4,Fog,Economy,Non-refundable,Domestic,1,0,8.479088908254033,7.517355791848548,Sunday,0,65,No,2731.29
FLT00590,2022-12-16,New York to London,SkyTrack Airways,Airbus A320,365,4,41.4,Rain,Business,Refundable,Domestic,0,0,6.640360643414603,,Friday,1,26,No,1385.81
FLT00591,2022-02-16,Toronto to Vancouver,BlueJet Airlines,Boeing 787,601,23,58.8,Rain,Business,Non-refundable,Regional,0,4,7.530601453032422,,Wednesday,0,3,Yes,2001.36
FLT00592,2024-05-16,San Francisco to Tokyo,Sunshine Air,Airbus A320,761,7,110.39999999999999,Snow,Economy,Non-refundable,Domestic,0,4,9.077228238592513,6.520545373071295,Thursday,0,2,Yes,2673.84
FLT00593,2024-04-02,Chicago to Los Angeles,Sunshine Air,Airbus A320,596,21,46.8,Rain,Business,Non-refundable,Regional,1,4,8.732732979645906,,Tuesday,0,0,Yes,1936.0
FLT00594,2024-07-24,Singapore to Bangkok,BlueJet Airlines,Airbus A320,171,0,58.199999999999996,Snow,Business,Refundable,Regional,0,0,7.754594171244928,7.7673762403255475,Wednesday,0,0,Yes,733.18
FLT00595,2024-03-30,Mumbai to Dubai,Global Wings,Boeing 777,470,7,190.79999999999998,Rain,Business,Refundable,Regional,0,2,7.727602662473015,4.970573702870056,Saturday,0,7,Yes,1677.58
FLT00596,2023-10-18,Toronto to Vancouver,SkyTrack Airways,Airbus A380,265,23,31.2,Rain,Economy,Non-refundable,Domestic,0,0,7.58192845682604,7.769880218481568,Wednesday,0,26,No,1118.03
FLT00597,2022-09-26,Singapore to Bangkok,SkyTrack Airways,Airbus A320,244,17,184.2,Fog,Business,Non-refundable,Domestic,0,4,8.191040847990985,7.122134745748915,Monday,0,8,Yes,1187.64
FLT00598,2023-01-05,Chicago to Los Angeles,Global Wings,Boeing 787,441,19,39.0,Fog,First,Non-refundable,Regional,0,2,9.454081969758334,9.26417633941248,Thursday,0,0,Yes,1611.19
FLT00599,2023-09-28,New York to London,Sunshine Air,Boeing 787,555,15,85.8,Rain,First,Refundable,Domestic,0,2,7.041446429415887,6.5072451280315535,Thursday,0,0,Yes,2010.38
FLT00600,2022-04-16,Mexico City to Lima,Global Wings,Boeing 737,438,17,109.8,Snow,Economy,Refundable,International,1,1,8.734059223640436,5.953419920576636,Saturday,0,48,No,1399.98
FLT00601,2023-11-01,New York to London,SkyTrack Airways,Boeing 737,106,19,210.0,Snow,First,Non-refundable,Domestic,0,3,7.919081334894583,8.254194533468658,Wednesday,0,16,No,830.72
